gender,location,gamegenre,ingamepurchases,gamedifficulty,sessionsperweek,avgsessiondurationminutes,playerlevel,achievementsunlocked,engagementlevel
1,Asia,Sports,1,0,18,16,22,42,0
1,Asia,RPG,0,1,15,50,98,6,1
1,Europe,Simulation,0,1,16,24,83,18,1
1,Asia,Strategy,1,0,8,139,3,3,1
0,Other,Simulation,0,0,10,168,59,27,2
1,Asia,Action,0,0,5,94,94,6,1
0,USA,Sports,0,2,4,70,54,26,1
1,Asia,Strategy,0,1,14,63,92,17,1
0,Asia,Simulation,0,1,6,32,22,49,0
0,Other,Action,1,1,12,12,14,19,0
0,Asia,Strategy,1,0,10,61,71,33,1
0,Asia,Simulation,0,0,6,75,92,48,1
0,USA,Sports,1,2,10,83,18,6,1
0,Other,Strategy,0,0,17,91,52,39,2
0,USA,Action,0,0,9,162,75,7,2
1,Asia,Strategy,0,1,16,114,66,42,2
1,Other,Strategy,0,2,16,68,32,19,1
1,USA,Sports,1,0,12,41,23,30,1
1,Other,Strategy,0,1,11,25,84,18,1
0,Asia,Action,0,0,16,31,86,47,1
1,Other,Strategy,0,0,10,140,46,12,1
0,USA,RPG,1,0,6,174,16,44,0
0,Asia,Simulation,0,2,8,164,15,6,1
1,Europe,Simulation,0,2,4,113,60,24,1
0,USA,RPG,0,1,6,81,27,6,0
0,Asia,Strategy,0,0,0,159,66,25,0
1,Europe,Sports,0,1,6,54,14,46,1
1,Asia,RPG,0,0,1,85,77,28,0
1,Asia,RPG,0,1,5,67,1,41,2
0,USA,Simulation,0,0,17,84,16,31,2
1,USA,Simulation,1,0,8,114,93,15,1
1,USA,Simulation,0,0,17,176,68,14,2
1,USA,Strategy,0,0,8,111,9,1,1
1,Europe,Simulation,0,0,5,171,75,12,1
0,Asia,RPG,0,0,19,158,72,37,2
0,Europe,Action,1,0,9,97,91,42,1
1,Asia,Sports,0,2,6,154,27,38,1
1,USA,Strategy,1,1,15,95,73,41,2
0,Europe,Strategy,0,2,0,132,33,12,0
1,Europe,Simulation,0,1,15,77,29,19,1
0,Asia,Strategy,1,1,3,135,78,42,2
0,Europe,Action,0,1,19,119,40,44,1
0,USA,RPG,1,0,19,65,83,43,2
0,USA,RPG,0,0,10,75,75,32,1
0,USA,Strategy,0,2,13,34,56,12,1
1,Other,Simulation,0,1,17,176,74,41,2
0,USA,Strategy,0,0,5,84,48,48,1
0,Asia,Strategy,0,1,7,63,40,5,1
1,USA,Sports,0,2,17,124,92,14,2
0,USA,Sports,0,1,5,126,94,6,1
1,Europe,RPG,0,0,9,43,72,42,1
1,Europe,Simulation,0,1,16,81,62,21,1
0,Asia,RPG,0,1,0,129,57,27,0
1,Asia,Strategy,0,2,10,69,59,39,1
1,Asia,RPG,0,2,17,32,70,13,1
1,Asia,Sports,0,2,16,67,2,36,1
0,Asia,Action,0,2,5,125,18,26,2
0,Asia,Action,0,0,8,58,71,1,1
0,Europe,Strategy,0,0,15,158,28,11,2
1,USA,Strategy,0,0,10,158,53,19,2
1,Asia,Strategy,1,1,0,143,15,23,0
1,USA,RPG,1,0,0,107,87,41,0
0,USA,RPG,0,0,0,131,22,2,0
0,USA,Sports,0,2,16,177,83,22,1
0,Europe,RPG,0,0,3,145,76,43,1
0,USA,Sports,0,0,10,118,75,25,0
1,USA,Action,0,0,18,93,55,49,2
0,Asia,RPG,0,1,6,50,3,14,0
0,Asia,Sports,0,2,8,38,52,48,1
1,USA,Strategy,0,0,6,120,29,26,1
0,Asia,Action,1,0,2,107,64,11,0
1,USA,Sports,0,0,15,114,9,8,2
0,Other,Sports,0,2,11,173,85,33,2
1,Europe,Sports,0,0,2,170,89,33,1
0,USA,Action,0,0,15,100,13,24,2
0,Other,Simulation,0,1,17,94,62,49,2
1,USA,RPG,0,1,4,52,82,42,1
1,USA,Action,0,1,15,47,63,19,1
0,USA,Strategy,0,1,15,43,57,36,2
1,Europe,Action,0,1,15,95,25,14,2
1,Asia,Strategy,1,0,10,77,59,24,1
0,Asia,Action,0,0,18,109,6,42,2
1,Europe,Strategy,0,0,19,95,18,20,2
0,Other,Sports,1,1,13,149,6,23,2
0,Asia,Simulation,0,1,19,55,67,23,1
0,Europe,RPG,0,2,2,117,22,38,0
0,USA,Simulation,0,0,17,58,2,37,1
0,Europe,Action,0,0,16,13,24,19,0
0,USA,RPG,0,2,18,143,42,36,2
0,USA,Simulation,0,0,15,99,52,44,1
1,Europe,RPG,0,1,16,101,5,27,2
1,USA,Sports,0,2,3,175,18,18,1
0,USA,Simulation,0,2,4,174,72,2,1
0,Europe,RPG,0,2,10,83,95,24,1
1,USA,RPG,0,0,12,169,58,33,2
0,Europe,RPG,0,1,11,140,66,20,2
0,Other,RPG,0,0,2,127,69,8,0
0,USA,Strategy,0,0,17,83,95,41,2
1,USA,Strategy,0,0,11,67,23,46,1
0,Other,Strategy,0,2,9,71,13,0,2
0,Asia,Sports,1,0,0,36,77,9,0
1,USA,Sports,0,2,18,159,86,25,2
0,USA,Simulation,0,1,8,127,34,49,1
0,Asia,Strategy,0,0,1,68,74,10,1
1,Europe,Simulation,1,0,13,43,75,30,1
0,USA,RPG,0,0,7,168,97,49,2
1,USA,Action,0,2,9,11,90,46,1
0,Europe,RPG,1,0,18,105,10,20,2
0,Europe,Simulation,0,2,18,175,47,42,2
0,USA,Action,1,0,9,114,54,23,1
1,Other,Sports,0,0,7,162,23,11,1
0,USA,Action,0,1,0,161,37,40,0
0,USA,RPG,0,0,7,154,46,3,1
1,USA,Simulation,0,1,8,145,85,20,2
1,Asia,Strategy,0,0,1,136,81,34,0
0,Other,RPG,0,2,1,136,39,1,1
0,USA,Simulation,0,2,14,29,82,12,1
0,USA,RPG,0,0,10,74,11,9,0
0,Asia,Action,0,1,9,129,98,27,1
1,Europe,Sports,0,1,16,111,6,28,2
1,USA,Action,0,0,5,131,11,36,1
0,Other,Strategy,0,1,4,50,95,4,0
0,Europe,Simulation,0,1,8,120,58,22,1
1,USA,Action,1,0,12,78,35,48,1
1,Europe,Simulation,0,0,2,169,92,29,1
0,Europe,RPG,0,1,14,25,80,35,1
0,Europe,Action,0,2,3,25,58,14,0
0,Europe,Action,0,2,11,159,58,19,2
1,Europe,Strategy,1,0,5,118,82,23,1
0,USA,Action,0,2,3,67,23,15,0
1,USA,Sports,0,1,14,147,29,33,1
0,Europe,Simulation,1,0,16,91,43,2,2
1,Asia,RPG,0,2,11,43,20,25,2
0,Asia,Sports,0,0,9,24,27,44,0
0,USA,Sports,0,2,9,37,55,31,1
0,Europe,Action,0,1,16,99,41,8,2
0,Other,Sports,1,0,16,15,52,47,1
0,USA,RPG,0,1,0,12,35,9,0
1,Asia,Sports,0,0,2,161,29,8,0
0,USA,Sports,1,0,16,68,40,11,1
0,Asia,Action,0,2,4,81,13,37,1
0,Europe,Simulation,0,2,19,160,34,29,2
0,Asia,Simulation,1,1,0,10,52,35,0
0,Other,Strategy,1,1,0,70,11,16,0
0,Other,Simulation,1,0,1,12,21,38,0
0,USA,Sports,0,1,8,157,39,47,1
0,USA,Strategy,0,0,12,99,56,47,1
0,Europe,Strategy,0,0,7,132,9,12,1
0,USA,Action,0,0,18,111,67,39,2
0,USA,Strategy,1,1,4,74,39,47,1
1,Other,Action,0,1,5,157,5,13,1
0,Europe,RPG,1,0,1,22,8,31,0
0,Other,Strategy,0,0,7,105,27,31,1
1,USA,Action,0,1,3,140,88,20,1
0,USA,RPG,0,0,0,122,80,6,1
0,Europe,RPG,0,1,16,53,32,48,2
0,Asia,Action,0,1,8,81,94,49,1
1,USA,Strategy,0,0,8,16,82,16,1
1,Europe,RPG,0,0,12,131,25,49,2
1,Asia,Simulation,0,0,8,148,43,37,1
1,Asia,Simulation,0,0,1,135,35,31,2
1,USA,Strategy,0,2,11,154,62,46,2
1,USA,RPG,0,0,6,25,26,21,0
0,USA,Action,0,0,17,77,93,19,1
0,Asia,Strategy,0,1,10,33,70,7,1
1,Other,Simulation,0,0,0,47,18,49,0
1,USA,RPG,0,0,1,124,22,16,0
0,Europe,Simulation,1,1,10,126,54,14,1
0,Other,Sports,0,1,7,130,71,40,1
1,USA,Sports,0,0,3,120,38,11,1
0,Europe,Action,0,0,7,164,85,40,1
0,USA,Action,0,0,13,127,61,20,2
1,Other,Action,0,0,3,124,95,12,1
0,USA,RPG,0,0,13,22,67,45,1
0,Europe,Action,0,2,6,56,58,33,1
1,USA,Simulation,0,1,17,158,53,34,2
0,USA,Strategy,0,2,0,161,11,3,0
1,Other,Sports,0,0,18,177,34,0,2
1,Europe,Action,0,1,10,101,65,31,1
1,Asia,Action,0,1,3,172,72,47,1
1,Europe,Strategy,0,2,19,113,84,16,2
0,USA,Strategy,0,0,19,167,81,24,2
0,USA,Action,0,1,13,49,42,17,0
1,Europe,Strategy,0,0,15,34,42,10,1
0,Asia,Action,0,2,12,23,98,8,0
0,Europe,Sports,0,2,2,175,74,15,0
1,Europe,Simulation,0,1,15,41,18,2,1
1,Asia,RPG,0,0,8,30,93,25,1
1,USA,Strategy,0,2,10,88,39,20,1
1,Asia,Sports,0,0,16,152,48,8,2
1,Europe,Sports,1,0,5,20,88,15,0
1,Europe,Strategy,0,0,4,83,29,0,0
0,USA,Sports,0,2,3,133,82,28,2
0,USA,Action,0,0,14,131,95,30,2
1,USA,RPG,1,0,14,67,13,9,1
0,Asia,Action,0,0,18,165,9,10,2
1,USA,Strategy,0,0,15,55,63,41,1
1,USA,Action,0,2,7,126,17,33,1
1,Asia,Strategy,0,2,3,96,54,1,0
1,Europe,Strategy,0,0,6,82,47,43,1
1,USA,Sports,0,2,0,85,10,9,0
0,USA,Strategy,0,2,19,18,8,14,1
0,Europe,Simulation,0,0,14,24,47,10,1
0,Europe,Simulation,1,0,10,24,34,9,0
0,USA,Sports,0,1,11,76,87,36,1
0,Other,Strategy,0,0,11,153,65,13,2
1,USA,RPG,0,0,5,95,32,12,1
0,Europe,RPG,0,2,5,49,15,46,0
0,Asia,RPG,0,0,14,106,12,2,2
0,Asia,Action,1,2,17,10,36,18,0
0,USA,RPG,0,0,15,73,98,39,1
0,Europe,Strategy,0,0,5,125,64,47,1
0,Europe,Sports,0,0,13,46,88,47,1
1,USA,Sports,0,1,14,93,77,8,1
0,Europe,RPG,0,2,12,148,1,16,2
0,USA,Action,0,0,16,120,70,15,2
0,Asia,Strategy,0,0,17,161,87,3,2
1,Asia,Strategy,1,1,19,143,33,10,2
1,Europe,RPG,1,2,7,148,46,44,1
1,USA,Action,0,2,7,115,30,42,1
1,Asia,Action,0,1,3,138,37,35,1
0,Europe,Strategy,0,0,15,60,89,22,1
0,USA,Action,0,0,8,42,99,21,1
0,USA,RPG,1,2,3,131,60,8,1
1,USA,Sports,0,1,17,141,28,3,2
0,Asia,Sports,0,2,14,96,57,34,2
1,Europe,Action,1,0,3,33,74,6,0
0,Europe,Sports,0,1,1,135,11,17,0
0,Europe,Sports,1,0,4,39,80,20,0
0,Asia,RPG,0,2,19,142,57,27,2
1,Asia,Strategy,0,0,1,127,66,26,0
0,Europe,RPG,1,0,15,148,51,25,2
1,USA,Action,0,0,17,55,25,15,1
0,Europe,Action,0,2,5,48,7,46,0
0,USA,Strategy,0,0,18,52,93,39,1
0,Other,Sports,0,2,10,123,90,34,1
0,Other,Action,0,2,2,69,37,20,0
0,Europe,Strategy,0,2,7,25,80,27,0
0,USA,Strategy,0,1,0,72,99,41,0
0,USA,RPG,0,0,16,19,88,24,0
1,Asia,Strategy,0,0,1,46,26,33,0
0,USA,RPG,0,0,7,169,88,27,1
0,Europe,Simulation,0,0,0,59,80,45,0
1,USA,Action,0,2,9,34,98,10,0
1,Asia,Sports,0,2,3,15,61,27,0
0,Asia,Action,0,1,5,29,42,1,0
1,Europe,Action,0,0,17,166,1,36,2
1,Europe,Sports,0,0,8,98,91,19,1
0,USA,Sports,0,0,16,55,2,26,1
0,Asia,RPG,1,1,12,61,7,41,2
0,Europe,Sports,0,0,15,174,68,44,2
0,Asia,RPG,0,0,6,161,1,8,1
1,Other,RPG,0,1,8,113,4,12,1
0,Asia,RPG,0,1,5,17,48,8,0
0,Europe,Strategy,0,0,14,177,2,16,2
1,Other,Action,0,1,3,171,61,15,1
1,Europe,Action,1,2,8,85,7,37,1
0,USA,Strategy,0,0,17,134,69,42,2
1,Asia,Sports,0,1,15,29,70,35,1
1,Asia,RPG,0,0,17,89,15,5,2
1,USA,Strategy,1,0,2,122,76,12,0
0,Europe,RPG,1,1,17,30,72,42,1
0,Other,Simulation,0,1,17,89,22,37,2
0,USA,Action,0,0,0,166,83,37,0
0,Europe,Action,0,2,9,55,16,0,1
0,USA,Action,0,0,11,170,42,7,2
1,Asia,RPG,0,1,6,145,47,43,1
0,Europe,Sports,0,2,11,93,6,48,1
0,Europe,Action,1,0,18,80,71,33,2
1,USA,Action,0,0,16,176,29,0,2
0,Other,RPG,0,0,16,49,60,42,2
1,Europe,Sports,0,0,5,38,14,28,0
1,Asia,Action,0,0,15,118,18,34,2
1,USA,RPG,0,0,0,119,74,29,0
0,Asia,Action,1,0,15,133,48,18,2
1,USA,Strategy,0,0,15,160,85,39,2
1,USA,Strategy,0,0,13,114,14,12,2
1,USA,Action,0,1,1,68,55,16,0
1,USA,RPG,0,2,10,17,34,34,0
0,Europe,RPG,1,0,16,178,63,37,2
0,Europe,RPG,0,1,14,149,45,17,2
1,USA,Sports,0,0,11,16,24,36,1
1,Europe,Simulation,0,1,4,172,7,32,1
1,USA,RPG,0,2,9,44,55,35,1
0,Asia,RPG,0,0,12,58,69,3,1
0,Europe,Action,0,0,14,177,45,32,2
0,Other,RPG,0,1,0,82,72,31,0
1,USA,Simulation,1,0,14,19,76,24,1
1,USA,Action,0,2,14,126,54,13,2
0,USA,RPG,0,0,14,97,46,25,1
1,USA,Simulation,1,0,16,169,89,44,2
0,Asia,Action,0,0,18,55,97,47,1
0,USA,Sports,0,1,3,136,27,5,1
0,USA,Sports,0,0,2,137,35,25,0
1,USA,Action,0,0,7,63,21,11,0
1,Other,Simulation,0,0,8,65,81,9,1
0,Asia,Simulation,0,0,14,94,95,2,1
0,USA,Strategy,0,1,0,132,80,14,0
1,Europe,Strategy,0,1,14,38,69,29,1
0,Europe,RPG,1,0,13,173,92,7,2
1,USA,Strategy,0,0,0,14,74,31,0
1,Europe,Action,0,2,13,23,94,17,1
0,USA,Simulation,0,0,5,111,2,27,1
0,Europe,Simulation,0,0,15,17,70,12,2
0,USA,Action,0,0,12,145,70,8,2
0,Europe,Sports,0,0,19,71,27,23,1
1,USA,Strategy,0,0,19,103,61,42,1
0,Europe,Action,1,2,17,134,46,34,2
1,Asia,RPG,0,1,16,62,1,0,1
0,Europe,Sports,0,2,17,85,77,26,2
1,Europe,Action,0,0,9,93,6,14,1
0,USA,Strategy,0,2,8,165,95,38,2
1,USA,Sports,0,0,14,176,72,44,0
1,USA,RPG,0,1,19,118,18,47,2
0,Asia,Sports,1,1,19,78,25,26,2
0,Europe,Simulation,0,1,10,40,47,37,1
1,USA,Action,0,1,9,87,48,13,1
0,Europe,Sports,0,0,7,136,49,2,1
0,Europe,Action,0,0,7,116,43,8,1
1,USA,Action,0,0,8,32,89,40,1
0,Asia,Action,0,0,13,159,10,16,2
0,Asia,Simulation,0,2,0,141,54,14,0
1,USA,Sports,0,1,3,160,74,14,1
1,Europe,Simulation,0,0,15,143,54,4,2
0,USA,Strategy,0,0,16,63,94,31,1
0,USA,Sports,0,0,18,121,67,42,2
1,Asia,Sports,1,1,4,14,23,16,0
0,Asia,Simulation,0,0,8,118,93,47,1
1,USA,Sports,1,1,2,105,87,3,0
0,Europe,Simulation,0,0,11,42,73,12,1
1,Europe,Action,0,0,15,92,68,5,1
0,USA,Strategy,0,1,16,10,38,30,2
1,USA,Action,1,0,1,32,43,28,0
0,Asia,RPG,1,0,14,62,64,4,1
0,Asia,RPG,0,0,18,16,35,10,0
0,Asia,Action,0,2,10,91,72,20,1
0,USA,Simulation,0,2,14,95,72,13,1
0,Other,RPG,0,0,13,87,34,26,1
1,Other,RPG,0,0,9,36,30,21,1
1,Asia,Simulation,0,0,17,109,81,45,2
0,USA,Sports,0,0,7,139,12,24,1
0,Europe,Simulation,0,2,2,28,32,23,0
1,Asia,Strategy,0,0,17,84,8,48,2
0,USA,Sports,0,2,17,25,20,13,1
0,USA,Sports,1,1,3,156,62,4,1
0,Asia,Strategy,0,2,16,56,36,28,1
0,USA,Action,0,2,1,101,63,9,0
0,Other,Sports,1,2,13,47,88,8,1
1,Europe,Sports,0,0,5,112,98,37,1
0,Europe,Action,0,1,11,72,13,46,1
1,Asia,Strategy,1,1,1,36,7,35,0
0,USA,Sports,0,0,12,98,57,39,1
0,Asia,Action,0,0,11,59,66,17,1
0,Europe,Strategy,1,1,10,145,40,48,2
1,Europe,Strategy,0,0,7,66,20,34,1
0,USA,RPG,1,0,10,52,92,44,1
0,Asia,Sports,0,0,2,22,48,43,0
0,USA,Sports,0,1,7,170,43,45,1
0,Europe,Action,0,0,16,43,19,48,1
0,USA,Action,0,2,18,87,36,44,2
0,Other,RPG,1,2,13,10,78,8,0
0,USA,Action,0,2,17,52,87,6,1
1,Asia,RPG,0,2,11,51,17,2,1
0,USA,Simulation,0,0,12,66,45,17,1
1,USA,RPG,0,2,2,110,35,6,0
0,Europe,Simulation,0,0,9,95,7,46,1
0,Asia,RPG,0,0,14,84,36,18,1
1,Europe,Simulation,1,0,12,114,27,15,1
1,Asia,Sports,0,1,5,29,38,11,0
1,USA,RPG,1,2,4,58,83,24,1
1,Other,Strategy,1,0,8,61,33,11,2
1,USA,RPG,1,2,13,146,64,36,2
0,Asia,Action,0,0,7,149,41,29,1
0,USA,Sports,0,0,13,98,50,42,0
0,Asia,Sports,1,0,0,161,37,39,0
1,Asia,Action,0,1,7,91,62,47,1
1,Europe,Action,0,1,8,99,39,35,1
1,Europe,Simulation,0,0,17,160,74,45,2
0,Asia,Sports,0,2,15,159,74,23,2
1,Asia,Simulation,1,0,0,125,73,28,0
0,Asia,Sports,0,0,2,139,14,11,0
1,Other,Strategy,0,2,19,143,94,47,2
0,Europe,Sports,0,0,0,122,97,44,0
1,Europe,Sports,0,2,11,121,4,7,2
0,Europe,Strategy,0,1,19,11,66,15,0
0,Europe,Strategy,0,0,15,111,99,5,2
1,Europe,Strategy,0,2,9,75,57,42,1
1,Europe,Strategy,1,1,12,48,66,1,1
0,Asia,RPG,0,1,3,27,42,23,0
1,Other,RPG,0,1,17,28,6,22,1
1,USA,Sports,0,1,18,87,32,14,2
0,Europe,RPG,0,1,6,32,64,2,0
0,USA,Strategy,1,2,18,75,44,17,1
0,Europe,Strategy,0,1,6,42,1,22,0
0,USA,RPG,1,1,6,43,34,47,1
1,Asia,RPG,0,0,13,46,41,46,1
0,Asia,RPG,0,0,4,96,86,36,1
1,Asia,RPG,0,1,14,172,3,2,2
1,Europe,Action,0,0,4,35,78,46,1
1,Europe,Action,0,0,18,70,43,23,1
1,Europe,Sports,1,0,4,25,7,5,0
1,Europe,RPG,0,0,13,26,19,33,1
0,Asia,Action,1,0,0,69,68,17,0
1,Asia,Action,0,1,7,174,3,42,1
1,Europe,Sports,0,0,15,31,31,18,1
0,USA,Action,0,2,19,153,83,25,2
1,USA,RPG,1,0,10,37,50,45,1
0,USA,Sports,0,0,11,100,47,20,1
0,Europe,Sports,1,0,11,105,86,8,1
1,USA,Sports,0,0,6,121,16,4,1
1,Europe,Strategy,0,1,17,103,87,22,2
1,USA,Action,0,0,7,146,61,33,1
0,USA,Sports,1,2,18,136,18,38,2
1,Asia,Action,0,0,6,16,41,15,0
1,Other,Strategy,0,1,7,143,10,1,1
0,USA,Strategy,0,1,11,134,33,47,2
0,USA,Sports,0,2,8,122,56,20,1
1,USA,Sports,1,2,14,43,90,22,1
0,USA,RPG,0,1,16,125,62,13,2
0,USA,Sports,0,1,17,100,32,14,2
0,USA,Simulation,0,1,12,89,52,35,0
1,Other,Action,0,0,14,138,66,20,1
0,Europe,Sports,0,1,19,35,56,18,1
0,USA,RPG,1,1,8,76,16,5,1
0,USA,Strategy,0,1,6,164,12,7,1
0,Europe,Strategy,1,1,6,45,15,0,0
0,Europe,Simulation,0,1,16,18,5,2,0
0,USA,Sports,0,0,14,57,79,22,1
0,USA,Simulation,0,0,15,161,47,39,2
0,USA,RPG,0,0,14,77,33,6,1
1,USA,Action,0,0,14,55,44,39,0
0,USA,RPG,0,2,12,21,92,12,0
1,Europe,Simulation,1,0,0,165,2,2,0
1,Europe,Simulation,0,1,14,79,23,49,1
0,Europe,Strategy,0,2,11,40,63,20,1
0,Other,RPG,0,1,11,155,57,8,2
1,Europe,Action,0,2,11,117,5,49,1
1,Asia,Strategy,0,1,19,59,85,30,1
0,Other,Action,0,2,3,46,23,20,0
0,Asia,Sports,0,2,7,75,87,38,1
0,USA,Simulation,0,0,17,27,41,30,1
1,Europe,Action,0,0,1,150,81,7,0
1,USA,RPG,0,1,7,63,24,29,1
0,Europe,Strategy,0,1,9,32,64,0,2
0,USA,Simulation,0,2,5,161,1,9,1
0,USA,Strategy,0,0,3,37,60,19,0
1,Asia,Sports,1,2,10,35,10,33,1
0,Europe,Strategy,1,1,10,144,50,14,2
1,Other,Action,0,0,6,144,76,35,1
0,Europe,Strategy,0,0,2,66,4,14,0
1,USA,Strategy,1,0,12,118,24,30,2
0,USA,Sports,0,0,8,161,45,40,1
1,Europe,Action,0,2,2,152,63,15,2
0,USA,Strategy,0,0,6,42,64,34,1
1,Other,Sports,0,1,13,32,25,25,1
0,USA,Strategy,0,0,12,39,14,23,1
1,USA,Action,0,1,18,159,4,16,2
0,USA,RPG,0,0,4,42,4,9,0
0,Asia,Strategy,0,0,2,102,35,32,0
0,Europe,Strategy,0,0,16,100,20,17,2
0,Asia,RPG,0,2,16,168,61,35,2
0,USA,RPG,0,1,19,148,11,41,0
0,Europe,RPG,0,0,9,16,8,3,0
0,Asia,Strategy,0,0,10,75,45,48,1
0,USA,RPG,1,0,15,169,30,45,2
0,Asia,Strategy,0,0,1,176,33,37,0
0,Europe,Strategy,1,0,8,34,32,26,0
0,USA,Simulation,0,0,13,122,56,12,2
0,USA,Action,0,2,11,32,11,14,1
1,USA,Action,0,0,13,59,82,19,1
0,Europe,Strategy,0,2,8,154,93,15,1
1,Europe,RPG,1,2,6,58,72,19,1
0,Europe,Strategy,0,0,8,144,31,23,1
1,USA,Action,0,0,17,170,22,13,2
0,Europe,Action,0,1,2,14,62,36,0
1,USA,Sports,0,1,2,104,63,42,1
0,Europe,Strategy,0,1,4,97,61,30,1
0,Asia,RPG,0,1,6,123,93,11,1
0,Europe,Strategy,0,2,10,73,62,16,2
0,USA,RPG,1,0,11,75,7,24,1
0,Asia,RPG,1,0,16,98,17,46,2
0,USA,Action,0,0,9,73,43,38,1
1,Europe,Sports,0,1,19,81,39,5,2
0,USA,Action,0,0,3,67,9,39,0
0,Asia,Strategy,1,1,3,76,68,49,2
1,Europe,Simulation,0,0,5,116,76,24,1
1,Europe,Simulation,1,1,17,99,15,28,2
0,Other,RPG,1,0,8,53,92,15,1
1,Europe,Action,0,1,14,76,60,35,1
0,USA,Simulation,0,1,4,146,4,9,1
0,Other,Sports,0,1,7,88,16,33,1
0,USA,Strategy,0,0,13,102,49,45,2
0,Europe,RPG,0,2,19,154,68,9,2
0,Europe,Strategy,1,0,15,173,38,45,2
0,Asia,RPG,0,0,12,108,61,26,1
0,Europe,Action,0,0,18,160,18,12,2
0,Asia,Simulation,0,1,11,44,45,37,1
1,Asia,RPG,1,0,7,13,1,19,0
1,USA,RPG,0,1,10,139,3,19,1
1,Asia,Action,0,0,17,59,44,6,0
1,Europe,Sports,0,1,16,33,78,3,1
1,USA,Strategy,0,0,0,160,74,43,0
1,USA,Simulation,0,2,6,56,33,4,1
0,Asia,Strategy,1,0,11,114,97,25,1
0,Other,Simulation,0,1,17,12,37,40,0
0,Asia,Sports,0,0,1,99,73,48,0
0,Asia,Action,1,0,12,129,10,18,2
0,USA,RPG,0,1,3,166,21,46,1
0,USA,Simulation,1,0,1,92,68,34,0
1,Europe,Action,0,1,12,158,84,7,2
0,USA,Simulation,1,0,2,110,77,6,1
0,Europe,Simulation,0,0,7,133,42,25,1
0,USA,RPG,1,0,5,169,44,20,1
1,Europe,Action,0,1,18,178,42,44,0
0,USA,Strategy,0,0,2,33,18,39,0
0,USA,RPG,1,0,6,25,95,0,0
1,Europe,Strategy,1,0,0,151,32,11,0
1,USA,Strategy,0,1,11,103,16,14,1
1,USA,RPG,1,0,2,121,56,48,1
1,Europe,Sports,1,0,17,111,83,31,2
0,Europe,Sports,1,0,12,121,19,25,0
1,USA,RPG,0,0,6,106,15,7,1
0,Europe,Sports,0,0,0,142,61,27,0
1,USA,RPG,1,1,15,80,72,32,1
0,USA,Simulation,0,0,16,77,55,30,1
0,Asia,Action,0,0,8,46,80,16,1
0,Europe,RPG,1,0,6,16,99,40,0
0,USA,Action,1,0,15,40,9,3,1
0,Asia,Simulation,0,0,15,79,4,33,1
0,Other,Simulation,0,0,2,10,61,19,0
1,USA,Sports,0,0,8,99,31,18,1
0,USA,Strategy,1,2,5,97,73,28,1
0,Europe,Sports,0,1,19,64,79,2,1
1,Asia,Action,0,0,12,15,37,39,0
1,Europe,Sports,1,1,13,35,60,35,1
0,Europe,Strategy,0,0,0,58,13,32,0
0,Europe,Simulation,0,0,16,26,36,13,1
1,Other,Sports,0,1,5,106,92,2,1
0,Asia,Action,0,1,10,57,62,32,1
0,USA,RPG,0,0,15,139,20,28,2
0,Europe,Simulation,0,0,18,128,6,25,2
1,Europe,Sports,0,1,2,140,79,44,1
0,Europe,Action,0,0,14,61,82,45,1
0,Other,Strategy,0,1,11,125,59,46,2
1,USA,Action,0,0,7,67,67,3,1
0,Europe,Action,0,1,0,78,12,22,0
0,Asia,Simulation,0,1,16,74,43,43,1
0,USA,Simulation,0,0,7,176,70,22,1
1,Asia,RPG,0,1,18,58,65,45,1
1,Asia,Sports,0,0,10,38,33,12,1
1,USA,Sports,1,1,3,115,16,27,1
0,USA,Action,0,0,19,136,70,2,2
0,USA,Sports,0,2,7,102,36,33,0
0,USA,Simulation,0,2,16,117,51,46,2
0,Europe,Simulation,0,0,3,66,38,25,1
1,Other,Sports,1,0,1,24,61,38,0
0,USA,Strategy,0,0,9,51,14,37,1
1,USA,Sports,1,2,13,31,62,5,1
0,USA,Action,0,0,17,135,66,25,2
0,Other,Simulation,0,0,17,132,17,9,2
1,Europe,RPG,1,1,15,75,56,3,1
0,USA,Simulation,1,1,0,47,68,3,0
1,Asia,RPG,1,1,10,78,34,0,1
0,Other,Sports,0,1,0,60,36,18,0
1,Europe,Action,0,1,0,116,63,18,0
1,USA,Action,0,0,16,38,21,32,1
0,USA,Action,0,0,3,123,24,48,1
0,USA,Strategy,0,0,12,134,76,44,2
0,USA,Sports,0,0,0,159,7,13,0
1,USA,Strategy,0,0,17,50,94,32,1
0,Asia,RPG,0,1,1,135,21,31,1
0,USA,Strategy,0,0,0,135,23,20,0
1,Europe,Action,0,2,0,158,39,7,0
1,USA,Simulation,1,0,4,114,45,32,1
1,USA,Action,1,0,13,37,23,4,1
0,Asia,Sports,0,2,16,63,2,47,1
0,USA,Sports,1,0,12,11,16,37,0
1,Other,Action,0,1,17,133,42,6,2
0,USA,Action,0,0,2,65,23,11,0
1,USA,Sports,0,2,14,35,6,29,1
1,Asia,Strategy,0,2,18,156,15,27,2
0,Other,Strategy,0,0,16,127,37,17,2
0,Other,Sports,0,1,12,21,47,39,1
0,Asia,Action,0,1,12,30,64,40,1
0,Other,Action,0,2,19,145,18,30,2
0,Asia,Sports,0,0,19,153,55,33,2
1,USA,Sports,0,2,13,165,99,48,2
0,Asia,Strategy,0,0,19,24,5,30,1
0,Europe,Sports,0,0,2,95,74,29,0
